Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Apoptosis R-HSA-109581,0.48787362263926537,1.0295550774315827,0.45866364665911663,1.0,1.0,4/18,17.09%,DBNL;PSMB8;AKT3;CLSPN
prerank,KEGG_2021_Human__Kaposi sarcoma-associated herpesvirus infection,-0.3134427322898289,-1.0284345556777492,0.358695652173913,1.0,0.8814070351758794,4/22,4.39%,MAPK8;CALML5;NFATC3;PPP3R2
prerank,Reactome_2022__Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,-0.3582965202758982,-1.0282963926139759,0.38235294117647056,0.8722732059575748,0.8814070351758794,2/16,2.97%,AVPR2;PLPPR2
prerank,Reactome_2022__Metabolism R-HSA-1430728,0.42362979973495485,1.025870524921574,0.4749498997995992,1.0,1.0,26/103,24.69%,MED25;MAP4K2;SEC24C;ITPR2;PSMB8;ARF3;COASY;NDUFS7;CERS2;UPP1;ATP5F1A;PTEN;B3GAT3;PPP2CA;ENTPD8;PPP2R1A;GPAT4;HEXA;ARSA;PITPNM1;ALOX5;PDHA2;RPS10;ITPK1;RPL15;CERS1
prerank,Reactome_2022__Sensory Perception R-HSA-9709957,0.42042886633244797,1.0249315416665148,0.413,1.0,1.0,34/181,16.50%,OR4C16;OR13C2;OR5AP2;OR1L1;OR13C5;OR14A16;OR10A4;OR2T2;OR10Q1;OR5M8;OR4A16;OR1S2;OR56B4;OR10T2;OR4D5;OR1N2;OR4A47;OR6S1;OR56A1;OR5B12;OR52E6;OR8B12;OR2B3;OR2T6;OR1L6;OR1M1;OR9A2;OR2T35;OR8A1;OR4M1;OR2K2;OR5M10;OR1L3;OR10P1
prerank,Reactome_2022__Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,0.4824253591672395,1.0045694048146778,0.4788235294117647,1.0,1.0,3/16,13.29%,ARF3;KIF21B;TRIP11
prerank,Reactome_2022__GPCR Ligand Binding R-HSA-500792,0.466268624375067,1.00424754315212,0.5049614112458655,1.0,1.0,2/22,1.48%,FZD10;FZD9
prerank,Reactome_2022__DNA Replication R-HSA-69306,0.4710378208553746,1.001611075114131,0.5326797385620915,1.0,1.0,8/22,27.42%,PSMB8;ORC4;SKP1;H2AC4;H2BC17;CDC26;H3C7;H2AC20
prerank,Reactome_2022__Immune System R-HSA-168256,0.41218333523608375,1.0014005863176698,0.5150300601202404,1.0,1.0,32/126,23.98%,MAP3K14;RHOF;DOCK2;STK11IP;SEC24C;RAB5B;DBNL;ITPR2;PSMB8;VCL;CLTA;HECTD3;CD59;RIPK3;PTEN;SKP1;AKT3;PPP2CA;PPP2R1A;KCMF1;FBXW12;IKBKG;RAB5C;AP2A1;ARSA;ARIH1;ALOX5;OTUD5;POLR2E;IFNA16;CDC26;CD53
prerank,Reactome_2022__Metabolism Of Lipids R-HSA-556833,0.43700222731326804,0.9994406069529732,0.5203761755485894,1.0,1.0,12/38,25.70%,MED25;SEC24C;ARF3;CERS2;PTEN;GPAT4;HEXA;ARSA;PITPNM1;ALOX5;CERS1;ABCD1
