Name   , Term                                                                                                         , ES                  , NES                , NOM p-val           , FDR q-val           , FWER p-val, Tag % , Gene %, Lead_genes
prerank, Reactome_2022__Meiosis R-HSA-1500620                                                                         , -0.4123518581725373 , -1.1406826678935058, 0.2808988764044944  , 0.8830568256041803  ,       1.0 , 7/15  , 34.01%, H2BC14;H2BC1;H2BC15;H2BC13;H2BC26;UBE2I;H2AC14
prerank, KEGG_2021_Human__Neutrophil extracellular trap formation                                                     , -0.33963779080530315, -1.131536745854769 , 0.2222222222222222  , 0.9020049413568852  ,       1.0 , 25/50 , 44.39%, AKT3;NCF1;H3C2;H2BC10;H2BC6;H2BC14;H2BC1;H2BC15;H4C1;H4C5;H2BC13;H4C3;H2AC14;H2AC12;H2AC1;H2AC21;H4C9;H4C2;HDAC5;H2AC11;H4C13;C5AR1;H3C13;H4C4;H4C8
prerank, Reactome_2022__Influenza Infection R-HSA-168255                                                              , -0.40660895118130086, -1.1314974927023933, 0.28421052631578947 , 0.8828133468599302  ,       1.0 , 9/17  , 44.45%, RPS7;NUP153;RPL21;RPL14;POLR2A;RPSA;RPS17;RPS24;RPS29
prerank, Reactome_2022__HATs Acetylate Histones R-HSA-3214847                                                         , -0.37804620795669225, -1.1300540635409613, 0.3157894736842105  , 0.8693881994339213  ,       1.0 , 14/22 , 46.77%, H2BC14;H2BC1;H2BC15;NCOA2;H2BC13;H2BC26;H2AC14;H2AC12;H2AC1;H2AC21;H2AC11;H3C13;KAT6A;MORF4L1
prerank, Reactome_2022__HDACs Deacetylate Histones R-HSA-3214815                                                      , -0.3888241153381958 , -1.1275269434585484, 0.32978723404255317 , 0.8631280075714152  ,       1.0 , 14/20 , 51.87%, H2BC14;H2BC1;H2BC15;H2BC13;H2BC26;H2AC14;H2AC12;H2AC1;H2AC21;H2AC11;H3C13;GPS2;H2BC18;HDAC10
prerank, Reactome_2022__Programmed Cell Death R-HSA-5357801                                                           , -0.3760864681767087 , -1.12468655156905  , 0.3522727272727273  , 0.857499673416068   ,       1.0 , 6/20  , 17.15%, AKT3;H1-5;PRKCD;ACIN1;PLEC;TICAM1
prerank, Reactome_2022__Metabolism Of Amino Acids And Derivatives R-HSA-71291                                         , -0.38441512379372456, -1.124172294099871 , 0.29473684210526313 , 0.8423688221206183  ,       1.0 , 12/21 , 47.72%, RPS7;RNASE12;DIO3;RPL21;BCKDK;RPL14;RPSA;RPS17;CYP21A2;RPS24;RPS29;GPT
prerank, Reactome_2022__DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586                                   , -0.39554098303679563, -1.1217730275446176, 0.2988505747126437  , 0.8342385570014572  ,       1.0 , 7/16  , 34.01%, H1-5;H2BC14;H2BC1;H2BC15;H2BC13;H2BC26;H2AC14
prerank, Reactome_2022__Hemostasis R-HSA-109582                                                                       , -0.34081683825729947, -1.1197972885409049, 0.2727272727272727  , 0.8274946699037502  ,       1.0 , 17/40 , 31.10%, PRKACG;CD44;IFNA10;KIF20B;ITGA5;PRKCD;MICAL1;ADRA2C;ORAI1;DGKZ;KLC1;PECAM1;ABCC4;IFNA4;ATP2A3;IFNA17;STXBP2
prerank, Reactome_2022__Metabolism Of Proteins R-HSA-392499                                                           , -0.30783728121776605, -1.1175519289362994, 0.22                , 0.8190579867914943  ,       1.0 , 52/116, 42.31%, ARSA;RPS7;MRPL38;CTSZ;JOSD2;H2BC14;H2BC1;H2BC15;NCOA2;NUP153;ADRA2C;KDELR1;SHPRH;DDA1;RPL21;ARFGAP1;THY1;TMEM115;PIGN;KBTBD13;EXOC5;PRKCSH;FBXO9;RPL14;CXXC1;TPGS1;PNPLA2;H2BC13;H2BC26;UBE2I;PPP6R1;RPSA;EIF3F;MRPL12;RPS17;NPM1;H2AC14;H2AC12;EXOC3;H2AC1;NRIP1;H2AC21;GNG10;ASB6;USP17L11;FBXL4;H2AC11;SP3;DCUN1D1;SENP1;RPS24;H3C13
prerank, Reactome_2022__SARS-CoV-2-host Interactions R-HSA-9705683                                                    , -0.371992087529112  , -1.1124891487309911, 0.33695652173913043 , 0.8263594798408646  ,       1.0 , 17/24 , 52.34%, RPS7;AKT3;IFNA10;HLA-F;NUP153;IFNA4;IFNA17;MASP2;RPSA;RPS17;RPS24;IFNA14;RPS29;YWHAE;UBE2V1;MAP1LC3B;IKBKG
prerank, KEGG_2021_Human__Shigellosis                                                                                 , -0.3390342919021545 , -1.096996165108592 , 0.3711340206185567  , 0.8747807222170384  ,       1.0 , 6/31  , 10.39%, AKT3;PFN3;CD44;H3C2;ITGA5;PRKCD
